filename,correction / note,framestart,framestop,frameoffset,class,handnum,relocatable?,bodytouch?,handtohandtouch?,mouth,WordNetEntries,SpreadTheSignExample,SignDictExample,fps,videolink_body,videolink_face,annotation_name
PLUS,Aufgenommen 21.06.22,197.0,217.0,,,2.0,no,no,yes,<plus>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=PLUS.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_PLUS_trimmed.mp4,PLUS
POLIZEI,"Aufgenommen (Sept 2021)
Wiederholen (Feb 2023)!!!",199.0,239.0,,,1.0,no,yes,no,<polizei>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=POLIZEI.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_POLIZEI_trimmed.mp4,POLIZEI
POTSDAM,Aufgenommen (Feb 2023),178.0,209.0,,Ort,1.0,no,yes,no,<postdam>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=POTSDAM.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_POTSDAM_trimmed.mp4,POTSDAM
PRIMA,Aufgenommen 29.09.22,214.0,243.0,,,1.0,no,no,no,<prima>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=PRIMA.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_PRIMA_trimmed.mp4,PRIMA
PROBLEM,Neu aufgenommen am 22.06.22,305.0,336.0,,,1.0,no,yes,no,<problem>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=PROBLEM.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_PROBLEM_trimmed.mp4,PROBLEM
PRUEFEN,Aufgenommen (Sept 2021),215.0,257.0,,,2.0,yes,no,yes,<pruefen>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=PRUEFEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_PRUEFEN_trimmed.mp4,PRUEFEN
PUNKT,"Aufgenommen 21.06.22
Wiederholen (Feb 2023)!!!",189.0,203.0,,,1.0,no,no,no,<punkt>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=PUNKT.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_PUNKT_trimmed.mp4,PUNKT
QUALITAET,Aufgenommen 21.06.22,203.0,246.0,,,2.0,no,no,no,<qualität>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=QUALITAET.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_QUALITAET_trimmed.mp4,QUALITAET
RAUCHEN,"Aufgenommen 29.09.22
Bitte sauber gebärden, wie üblich RAUCHEN.
Wiederholen (Feb 2023)!!!
Mit Mundbild ""rauchen"", Annotation prüfen ggf. korrigieren!",178.0,221.0,,,1.0,no,yes,no,<rauchen>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=RAUCHEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_RAUCHEN_trimmed.mp4,RAUCHEN
RAUM,"Aufgenommen (Sept 2021)
Wiederholen (Feb 2023)!!!",213.0,275.0,,,2.0,yes,no,no,<raum>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=RAUM.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_RAUM_trimmed.mp4,RAUM
RAUM(-eckig),Aufgenommen am 30.03.22,232.0,288.0,,,2.0,yes,no,yes,<raum>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=RAUM(-eckig).mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_RAUM(-eckig)_trimmed.mp4,RAUM(-eckig)
REPARIEREN,"Aufgenommen am 30.03.22
Wiederholen (Feb 2023)!!!",175.0,221.0,,,2.0,yes,no,yes,<reparieren>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=REPARIEREN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_REPARIEREN_trimmed.mp4,REPARIEREN
RESERVIEREN,Aufgenommen (Dez 2021),240.0,275.0,,,2.0,yes,no,no,<reservieren>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=RESERVIEREN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_RESERVIEREN_trimmed.mp4,RESERVIEREN
RESPEKT,"Aufgenommen 29.09.22, wie Hände hoch",194.0,224.0,,,2.0,no,no,no,<respekt>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=RESPEKT.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_RESPEKT_trimmed.mp4,RESPEKT
RESTAURANT,Aufgenommen (Dez 2021),228.0,262.0,,,2.0,no,yes,no,<restaurant>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=RESTAURANT.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_RESTAURANT_trimmed.mp4,RESTAURANT
RICHTUNG,ok,143.0,163.0,,,1.0,yes,no,no,gest,"{13849639} S: (n) direction (direction%1:24:00::) (the spatial relation between something and the course along which it points or moves) ""he checked the direction and velocity of the wind""",,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=RICHTUNG.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_RICHTUNG_trimmed.mp4,RICHTUNG
RIESA,"Aufgenommen 21.06.22, es gibt zwei Gebärde, Umfrage!",212.0,235.0,,Ort,2.0,no,no,yes,<riesa>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=RIESA.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_RIESA_trimmed.mp4,RIESA
ROSTOCK,Aufgenommen (Feb 2023),164.0,206.0,,Ort,2.0,no,no,yes,<rostock>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=ROSTOCK.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_ROSTOCK_trimmed.mp4,ROSTOCK
RUCKSACK,Aufgenommen 29.09.22,193.0,233.0,,,2.0,no,yes,no,<rucksack>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=RUCKSACK.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_RUCKSACK_trimmed.mp4,RUCKSACK
RUEBERGEHEN,Aufgenommen (Dez 2021),247.0,260.0,,,1.0,yes,no,no,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=RUEBERGEHEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_RUEBERGEHEN_trimmed.mp4,RUEBERGEHEN
S-BAHN,"Aufgenommen 21.06.22
Wiederholen (Feb 2023)!!!",203.0,237.0,,,1.0,no,no,no,<s-bahn>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=S-BAHN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_S-BAHN_trimmed.mp4,S-BAHN
SAALE,"Wie FLUSS (Elbe), ist bei Stadt Halle.
Aufgenommen (Feb 2023)",158.0,197.0,,,1.0,no,no,no,<saale>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=SAALE.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_SAALE_trimmed.mp4,SAALE
SAARBRUECKEN,Aufgenommen (Dez 2021),224.0,274.0,,Ort,1.0,no,no,no,<saarbruecken>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=SAARBRUECKEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_SAARBRUECKEN_trimmed.mp4,SAARBRUECKEN
SACHE,Aufgenommen (Sept 2021),230.0,261.0,,,2.0,no,no,no,<sache>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=SACHE.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_SACHE_trimmed.mp4,SACHE
SALZBURG,Aufgenommen 21.06.22,191.0,251.0,,Ort,1.0,no,yes,no,<salzburg>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=SALZBURG.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_SALZBURG_trimmed.mp4,SALZBURG
SAUBER,Aufgenommen 29.09.22,189.0,231.0,,,2.0,no,no,yes,<sauber>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=SAUBER.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_SAUBER_trimmed.mp4,SAUBER
SCHADEN,"Aufgenommen (Sept 2021)
Wiederholen (Feb 2023)!!!",159.0,210.0,,,2.0,yes,no,no,<schaden>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=SCHADEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_SCHADEN_trimmed.mp4,SCHADEN
SCHAETZEN,Aufgenommen (Sept 2021),200.0,224.0,,,1.0,yes,no,no,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=SCHAETZEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_SCHAETZEN_trimmed.mp4,SCHAETZEN
SCHAUEN,Aufgenommen 29.09.22,174.0,188.0,,,1.0,yes,yes,no,<schau>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=SCHAUEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_SCHAUEN_trimmed.mp4,SCHAUEN
SCHIENEN,"Aufgenommen (Sept 2021)
Wiederholen (Feb 2023)!!!",171.0,206.0,,,2.0,yes,no,no,<schiene>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=SCHIENEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_SCHIENEN_trimmed.mp4,SCHIENEN
SCHIFF,Aufgenommen 29.09.22,188.0,207.0,,,2.0,yes,no,yes,<schiff>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=SCHIFF.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_SCHIFF_trimmed.mp4,SCHIFF
SCHILD,"Fehlt, bitte wie Satz 240
Aufgenommen (Feb 2023)",191.0,213.0,,,2.0,yes,no,yes,<schild>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=SCHILD.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_SCHILD_trimmed.mp4,SCHILD
SCHLESWIG,"Gegen Uhrzeigersinn!!! Nach links.
Aufgenommen (Feb 2023)",224.0,275.0,,Ort,1.0,no,no,no,<schleswig>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=SCHLESWIG.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_SCHLESWIG_trimmed.mp4,SCHLESWIG
SCHLUSS,Aufgenommen (Dez 2021),230.0,250.0,,,2.0,no,no,yes,<schluss>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=SCHLUSS.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_SCHLUSS_trimmed.mp4,SCHLUSS
SCHNEE,"Aufgenommen (Sept 2021)
Wiederholen (Feb 2023)!!!",157.0,236.0,,,2.0,no,no,no,<schnee>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=SCHNEE.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_SCHNEE_trimmed.mp4,SCHNEE
SCHON,Neu aufgenommen am 30.03.22,193.0,224.0,,,2.0,no,no,yes,<schon>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=SCHON.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_SCHON_trimmed.mp4,SCHON
SCHWERIN,Aufgenommen (Feb 2023),290.0,325.0,,Ort,2.0,no,no,yes,<schwerin>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=SCHWERIN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_SCHWERIN_trimmed.mp4,SCHWERIN
SELBE,"Aufgenommen, aber Berührungspunkt fehlt! 
Judith informieren!!!",235.0,255.0,,,2.0,yes,no,yes,<selbe>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=SELBE.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_SELBE_trimmed.mp4,SELBE
SERVICE,Aufgenommen 29.09.22,209.0,238.0,,,1.0,no,no,no,<sörvis> ??,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=SERVICE.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_SERVICE_trimmed.mp4,SERVICE
SICH-HINZIEHEN,Aufgenommen (Sept 2021),208.0,268.0,,,2.0,yes,no,yes,gest,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=SICH-HINZIEHEN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_SICH-HINZIEHEN_trimmed.mp4,SICH-HINZIEHEN
SICHER,Aufgenommen 29.09.22,210.0,232.0,,,2.0,no,no,no,<sicher>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=SICHER.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_SICHER_trimmed.mp4,SICHER
SIGNAL,"Aufgenommen (Sept 2021)
Wiederholen (Feb 2023)!!!",170.0,211.0,,,1.0,yes,no,no,<signal>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=SIGNAL.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_SIGNAL_trimmed.mp4,SIGNAL
SITZ,Aufgenommen 29.09.22,192.0,216.0,,,2.0,yes,no,no,<sitz>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=SITZ.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_SITZ_trimmed.mp4,SITZ
SOLL,ok,126.0,137.0,,,1.0,no,no,no,<soll>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=SOLL.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_SOLL_trimmed.mp4,SOLL
SONDER,Aufgenommen (Dez 2021),224.0,255.0,,,2.0,no,no,yes,<sonder>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=SONDER.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_SONDER_trimmed.mp4,SONDER
SOWIESO,Aufgenommen 29.09.22,186.0,226.0,,,1.0,no,no,no,<sowieso>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=SOWIESO.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_SOWIESO_trimmed.mp4,SOWIESO
SPAETER,"Aufgenommen (Sept 2021)
Mundbild ""s"" zu früh vor dem Gebärde und später nach der Gebärde fertig, besser wiederholen.",162.0,190.0,,,2.0,no,no,no,<spaeter>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=SPAETER.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_SPAETER_trimmed.mp4,SPAETER
SPAETER(-kette),Neu aufgenommen am 30.03.22,191.0,248.0,,,2.0,no,no,no,<spät spät spät>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=SPAETER(-kette).mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_SPAETER(-kette)_trimmed.mp4,SPAETER(-kette)
SPANDAU,"Aufgenommen 21.06.22
Wiederholen (Feb 2023)!!!",205.0,248.0,,Ort,2.0,no,yes,no,<spandau>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=SPANDAU.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_SPANDAU_trimmed.mp4,SPANDAU
SPERREN,Aufgenommen (Sept 2021),232.0,254.0,,,2.0,yes,no,no,<sperr>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=SPERREN.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_SPERREN_trimmed.mp4,SPERREN
SPERREN2,Neu aufgenommen am 30.03.22,279.0,300.0,,,2.0,yes,no,no,<sperr>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=SPERREN2.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_SPERREN2_trimmed.mp4,SPERREN2
STADT,Aufgenommen 21.06.22,218.0,230.0,,,2.0,no,no,yes,<stadt>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=STADT.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_STADT_trimmed.mp4,STADT
START,Aufgenommen (Sept 2021),216.0,233.0,,,2.0,no,no,no,<start>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=START.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_START_trimmed.mp4,START
STATION,Aufgenommen 29.09.22,258.0,298.0,,,2.0,yes,no,yes,<station>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=STATION.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_STATION_trimmed.mp4,STATION
STELLE,Aufgenommen 29.09.22,234.0,260.0,,,2.0,yes,no,yes,<stelle>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=STELLE.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_STELLE_trimmed.mp4,STELLE
STELLWERK,"Aufgenommen (Sept 2021)
Wiederholen (Feb 2023)!!!",159.0,212.0,,,2.0,no,no,yes,<stellwerk>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=STELLWERK.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_STELLWERK_trimmed.mp4,STELLWERK
STENDAL,Aufgenommen (Feb 2023),205.0,244.0,,Ort,1.0,no,yes,no,<stendal>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=STENDAL.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_STENDAL_trimmed.mp4,STENDAL
STIMMT-NICHT,Aufgenommen (Sept 2021),197.0,244.0,,,1.0,yes,no,no,<stimm nicht>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=STIMMT-NICHT.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_STIMMT-NICHT_trimmed.mp4,STIMMT-NICHT
STOERUNG,Neu aufgenommen am 22.06.22,207.0,237.0,,,2.0,no,no,yes,<stoerung> ,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=STOERUNG.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_STOERUNG_trimmed.mp4,STOERUNG
STRASSE,Aufgenommen 21.06.22,182.0,211.0,,,2.0,no,no,no,<strasse>,,,,60.0,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns&files=STRASSE.mp4,https://cloud-affective.dfki.de/index.php/s/gbXtp3tSymEg9Zx/download?path=%2Fmocapdata%2Fsigns%2F_facecam&files=faceCam_STRASSE_trimmed.mp4,STRASSE
